compartment_src,compartment_dest,corrected_flow
h4r0,h1r2,0.0
h4r0,h1r3,0.0
h4r0,h2r0,0.0
h4r0,h2r1,0.0
h4r0,h2r2,0.0
h4r0,h2r3,0.0
h4r0,h3r0,4.128260900140754e-06
h4r0,h3r1,0.0
h4r0,h3r2,0.0
h4r0,h3r3,0.0
h4r0,h4r0,0.0
h4r0,h4r1,0.08969876102537015
h4r0,h4r2,0.0
h4r0,h4r3,0.0
h4r0,h5r0,0.05055458066183492
h4r0,h5r1,0.0
h4r0,h5r2,0.0
h4r0,h5r3,0.0
h4r0,h6r0,0.0
h4r0,h6r1,0.0
h4r0,h6r2,0.0
h4r0,h6r3,0.0
h4r0,h7r0,0.0
h4r0,h7r1,0.0
h4r0,h7r2,0.0
h4r0,h7r3,0.0
h4r1,h0r0,0.0
h4r1,h0r1,0.0
h4r1,h0r2,0.0
h4r1,h0r3,0.0
h4r1,h1r0,0.0
h4r1,h1r1,0.0
h4r1,h1r2,0.0
h4r1,h1r3,0.0
h4r1,h2r0,0.0
h4r1,h2r1,0.0
h4r1,h2r2,0.0
h4r1,h2r3,0.0
h4r1,h3r0,0.0
h4r1,h3r1,2.53771731230516e-06
h4r1,h3r2,8.417650879063617e-06
h4r1,h3r3,0.0
h4r1,h4r0,0.10645188352515722
h4r1,h4r1,0.0
h4r1,h4r2,0.011220322496201328
h4r1,h4r3,0.0
h4r1,h5r0,0.0
h4r1,h5r1,0.3702468400954683
h4r1,h5r2,0.0
h4r1,h5r3,0.0
h4r1,h6r0,0.0
h4r1,h6r1,0.0
h4r1,h6r2,0.0
h4r1,h6r3,0.0
h4r1,h7r0,0.0
h4r1,h7r1,0.0
h4r1,h7r2,0.0
h4r1,h7r3,0.0
h4r2,h0r0,0.0
h4r2,h0r1,0.0
h4r2,h0r2,0.0
h4r2,h0r3,0.0
h4r2,h1r0,0.0
h4r2,h1r1,0.0
h4r2,h1r2,0.0
h4r2,h1r3,0.0
h4r2,h2r0,0.0
h4r2,h2r1,0.0
h4r2,h2r2,0.0
h4r2,h2r3,0.0
h4r2,h3r0,0.0
h4r2,h3r1,5.9650709264334865e-05
h4r2,h3r2,0.07763681593755503
h4r2,h3r3,0.0
h4r2,h4r0,0.0
h4r2,h4r1,0.27723495211678667
h4r2,h4r2,0.0
h4r2,h4r3,0.0005983520188680143
h4r2,h5r0,0.0
h4r2,h5r1,0.0
h4r2,h5r2,0.0724109746591922
h4r2,h5r3,0.0
h4r2,h6r0,0.0
h4r2,h6r1,0.0
h4r2,h6r2,0.0
h4r2,h6r3,0.0
h4r2,h7r0,0.0
h4r2,h7r1,0.0
h4r2,h7r2,0.0
h4r2,h7r3,0.0
h4r3,h0r0,0.0
h4r3,h0r1,0.0
h4r3,h0r2,0.0
h4r3,h0r3,0.0
h4r3,h1r0,0.0
h4r3,h1r1,0.0
h4r3,h1r2,0.0
h4r3,h1r3,0.0
h4r3,h2r0,0.0
h4r3,h2r1,0.0
h4r3,h2r2,0.0
h4r3,h2r3,0.0
h4r3,h3r0,0.0
h4r3,h3r1,0.0
h4r3,h3r2,0.0002486302615903384
h4r3,h3r3,0.134042358846538
h4r3,h4r0,0.0
h4r3,h4r1,0.0
h4r3,h4r2,0.3488191221400275
h4r3,h4r3,0.0
h4r3,h5r0,0.0
h4r3,h5r1,0.0
h4r3,h5r2,0.0
h4r3,h5r3,0.0006966151435515624
h4r3,h6r0,0.0
h4r3,h6r1,0.0
h4r3,h6r2,0.0
h4r3,h6r3,0.0
h4r3,h7r0,0.0
h4r3,h7r1,0.0
h4r3,h7r2,0.0
h4r3,h7r3,0.0
h5r0,h0r0,0.0
h5r0,h0r1,0.0
h5r0,h0r2,0.0
h5r0,h0r3,0.0
h5r0,h1r0,0.0
h5r0,h1r1,0.0
h5r0,h1r2,0.0
h5r0,h1r3,0.0
h5r0,h2r0,0.0
h5r0,h2r1,0.0
h5r0,h2r2,0.0
h5r0,h2r3,0.0
h5r0,h3r0,0.0
h5r0,h3r1,0.0
h5r0,h3r2,0.0
h5r0,h3r3,0.0
h5r0,h4r0,0.0022303846143909246
h5r0,h4r1,0.0
h5r0,h4r2,0.0
h5r0,h4r3,0.0
h5r0,h5r0,0.0
h5r0,h5r1,0.07766391974561794
h5r0,h5r2,0.0
h5r0,h5r3,0.0
h5r0,h6r0,6.655590315788327e-06
h5r0,h6r1,0.0
h5r0,h6r2,0.0
h5r0,h6r3,0.0
h5r0,h7r0,0.0
h5r0,h7r1,0.0
h5r0,h7r2,0.0
h5r0,h7r3,0.0
h5r1,h0r0,0.0
h5r1,h0r1,0.0
h5r1,h0r2,0.0
h5r1,h0r3,0.0
h5r1,h1r0,0.0
h5r1,h1r1,0.0
h5r1,h1r2,0.0
h5r1,h1r3,0.0
h5r1,h2r0,0.0
h5r1,h2r1,0.0
h5r1,h2r2,0.0
h5r1,h2r3,0.0
h5r1,h3r0,0.0
h5r1,h3r1,0.0
h5r1,h3r2,0.0
h5r1,h3r3,0.0
h5r1,h4r0,0.0
h5r1,h4r1,0.0
h5r1,h4r2,0.0
h5r1,h4r3,0.0
h5r1,h5r0,0.019496473234032707
h5r1,h5r1,0.0
h5r1,h5r2,0.16631866472789364
h5r1,h5r3,0.0
h5r1,h6r0,0.0
h5r1,h6r1,0.3135784580691309
h5r1,h6r2,0.0
h5r1,h6r3,0.0
h5r1,h7r0,0.0
h5r1,h7r1,0.0
h5r1,h7r2,0.0
h5r1,h7r3,0.0
h5r2,h0r0,0.0
h5r2,h0r1,0.0
h5r2,h0r2,0.0
h5r2,h0r3,0.0
h5r2,h1r0,0.0
h5r2,h1r1,0.0
h5r2,h1r2,0.0
h5r2,h1r3,0.0
h5r2,h2r0,0.0
h5r2,h2r1,0.0
h5r2,h2r2,0.0
h5r2,h2r3,0.0
h5r2,h3r0,0.0
h5r2,h3r1,0.0
h5r2,h3r2,0.0
h5r2,h3r3,0.0
h5r2,h4r0,0.0
h5r2,h4r1,0.0
h5r2,h4r2,0.05781808995780646
h5r2,h4r3,0.0
h5r2,h5r0,0.0
h5r2,h5r1,0.05124154527435229
h5r2,h5r2,0.0
h5r2,h5r3,0.02854021132526277
h5r2,h6r0,0.0
h5r2,h6r1,0.0
h5r2,h6r2,0.224117766482959
h5r2,h6r3,0.0005750344721753733
h5r2,h7r0,0.0
h5r2,h7r1,0.0
h5r2,h7r2,0.0
h5r2,h7r3,0.0
h5r3,h0r0,0.0
h5r3,h0r1,0.0
h5r3,h0r2,0.0
h5r3,h0r3,0.0
h5r3,h1r0,0.0
h5r3,h1r1,0.0
h5r3,h1r2,0.0
h5r3,h1r3,0.0
h5r3,h2r0,0.0
h5r3,h2r1,0.0
h5r3,h2r2,0.0
h5r3,h2r3,0.0
h5r3,h3r0,0.0
h5r3,h3r1,0.0
h5r3,h3r2,0.0
h5r3,h3r3,0.0
h5r3,h4r0,0.0
h5r3,h4r1,0.0
h5r3,h4r2,2.051958274899737e-06
h5r3,h4r3,0.4337377030769414
h5r3,h5r0,0.0
h5r3,h5r1,0.0
h5r3,h5r2,0.09440862431092449
h5r3,h5r3,0.0
h5r3,h6r0,0.0
h5r3,h6r1,0.0
h5r3,h6r2,0.0
h5r3,h6r3,0.0019676338393673815
h5r3,h7r0,0.0
h5r3,h7r1,0.0
h5r3,h7r2,0.0
h5r3,h7r3,0.0
h6r0,h0r0,0.0
h6r0,h0r1,0.0
h6r0,h0r2,0.0
h6r0,h0r3,0.0
h6r0,h1r0,0.0
h6r0,h1r1,0.0
h6r0,h1r2,0.0
h6r0,h1r3,0.0
h6r0,h2r0,0.0
h6r0,h2r1,0.0
h6r0,h2r2,0.0
h6r0,h2r3,0.0
h6r0,h3r0,0.0
h6r0,h3r1,0.0
h6r0,h3r2,0.0
h6r0,h3r3,0.0
h6r0,h4r0,0.0
h6r0,h4r1,0.0
h6r0,h4r2,0.0
h6r0,h4r3,0.0
h6r0,h5r0,0.009846516784509984
h6r0,h5r1,0.0
h6r0,h5r2,0.0
h6r0,h5r3,0.0
h6r0,h6r0,0.0
h6r0,h6r1,0.00875604855230189
h6r0,h6r2,0.0
h6r0,h6r3,0.0
h6r0,h7r0,5.056394301723678e-07
h6r0,h7r1,0.0
h6r0,h7r2,0.0
h6r0,h7r3,0.0
h6r1,h0r0,0.0
h6r1,h0r1,0.0
h6r1,h0r2,0.0
h6r1,h0r3,0.0
h6r1,h1r0,0.0
h6r1,h1r1,0.0
h6r1,h1r2,0.0
h6r1,h1r3,0.0
h6r1,h2r0,0.0
h6r1,h2r1,0.0
h6r1,h2r2,0.0
h6r1,h2r3,0.0
h6r1,h3r0,0.0
h6r1,h3r1,0.0
h6r1,h3r2,0.0
h6r1,h3r3,0.0
h6r1,h4r0,0.0
h6r1,h4r1,0.0
h6r1,h4r2,0.0
h6r1,h4r3,0.0
h6r1,h5r0,0.0
h6r1,h5r1,0.0002409494928867881
h6r1,h5r2,0.0
h6r1,h5r3,0.0
h6r1,h6r0,0.016948786137003118
h6r1,h6r1,0.0
h6r1,h6r2,0.3169207055335408
h6r1,h6r3,0.0
h6r1,h7r0,0.0
h6r1,h7r1,0.0027196209596032327
h6r1,h7r2,0.0
h6r1,h7r3,0.0
h6r2,h0r0,0.0
h6r2,h0r1,0.0
h6r2,h0r2,0.0
h6r2,h0r3,0.0
h6r2,h1r0,0.0
h6r2,h1r1,0.0
h6r2,h1r2,0.0
h6r2,h1r3,0.0
h6r2,h2r0,0.0
h6r2,h2r1,0.0
h6r2,h2r2,0.0
h6r2,h2r3,0.0
h6r2,h3r0,0.0
h6r2,h3r1,0.0
h6r2,h3r2,0.0
h6r2,h3r3,0.0
h6r2,h4r0,0.0
h6r2,h4r1,0.0
h6r2,h4r2,0.0
h6r2,h4r3,0.0
h6r2,h5r0,0.0
h6r2,h5r1,0.0
h6r2,h5r2,0.029154320781619905
h6r2,h5r3,0.0
h6r2,h6r0,0.0
h6r2,h6r1,0.012966829623014684
h6r2,h6r2,0.0
h6r2,h6r3,0.45987891472558395
h6r2,h7r0,0.0
h6r2,h7r1,0.0
h6r2,h7r2,0.04031670847863992
h6r2,h7r3,0.0
h6r3,h0r0,0.0
h6r3,h0r1,0.0
h6r3,h0r2,0.0
h6r3,h0r3,0.0
h6r3,h1r0,0.0
h6r3,h1r1,0.0
h6r3,h1r2,0.0
h6r3,h1r3,0.0
h6r3,h2r0,0.0
h6r3,h2r1,0.0
h6r3,h2r2,0.0
h6r3,h2r3,0.0
h6r3,h3r0,0.0
h6r3,h3r1,0.0
h6r3,h3r2,0.0
h6r3,h3r3,0.0
h6r3,h4r0,0.0
h6r3,h4r1,0.0
h6r3,h4r2,0.0
h6r3,h4r3,0.0
h6r3,h5r0,0.0
h6r3,h5r1,0.0
h6r3,h5r2,0.0
h6r3,h5r3,0.5008792843229106
h6r3,h6r0,0.0
h6r3,h6r1,0.0
h6r3,h6r2,8.147346962987219e-07
h6r3,h6r3,0.0
h6r3,h7r0,0.0
h6r3,h7r1,0.0
h6r3,h7r2,0.0
h6r3,h7r3,1.3079301178944673e-05
h7r0,h0r0,0.0
h7r0,h0r1,0.0
h7r0,h0r2,0.0
h7r0,h0r3,0.0
h7r0,h1r0,0.0
h7r0,h1r1,0.0
h7r0,h1r2,0.0
h7r0,h1r3,0.0
h7r0,h2r0,0.0
h7r0,h2r1,0.0
h7r0,h2r2,0.0
h7r0,h2r3,0.0
h7r0,h3r0,0.0
h7r0,h3r1,0.0
h7r0,h3r2,0.0
h7r0,h3r3,0.0
h7r0,h4r0,0.0
h7r0,h4r1,0.0
h7r0,h4r2,0.0
h7r0,h4r3,0.0
h7r0,h5r0,0.0
h7r0,h5r1,0.0
h7r0,h5r2,0.0
h7r0,h5r3,0.0
h7r0,h6r0,0.0016477480237671745
h7r0,h6r1,0.0
h7r0,h6r2,0.0
h7r0,h6r3,0.0
h7r0,h7r0,0.0
h7r0,h7r1,2.562072054121788e-05
h7r0,h7r2,0.0
h7r0,h7r3,0.0
h7r1,h0r0,0.0
h7r1,h0r1,0.0
h7r1,h0r2,0.0
h7r1,h0r3,0.0
h7r1,h1r0,0.0
h7r1,h1r1,0.0
h7r1,h1r2,0.0
h7r1,h1r3,0.0
h7r1,h2r0,0.0
h7r1,h2r1,0.0
h7r1,h2r2,0.0
h7r1,h2r3,0.0
h7r1,h3r0,0.0
h7r1,h3r1,0.0
h7r1,h3r2,0.0
h7r1,h3r3,0.0
h7r1,h4r0,0.0
h7r1,h4r1,0.0
h7r1,h4r2,0.0
h7r1,h4r3,0.0
h7r1,h5r0,0.0
h7r1,h5r1,0.0
h7r1,h5r2,0.0
h7r1,h5r3,0.0
h7r1,h6r0,0.0
h7r1,h6r1,0.0015282665744839042
h7r1,h6r2,0.0
