compartment_src,compartment_dest,corrected_flow
h7r1,h6r3,0.0
h7r1,h7r0,0.0016726178235769145
h7r1,h7r1,0.0
h7r1,h7r2,0.0009313992322977252
h7r1,h7r3,0.0
h7r2,h0r0,0.0
h7r2,h0r1,0.0
h7r2,h0r2,0.0
h7r2,h0r3,0.0
h7r2,h1r0,0.0
h7r2,h1r1,0.0
h7r2,h1r2,0.0
h7r2,h1r3,0.0
h7r2,h2r0,0.0
h7r2,h2r1,0.0
h7r2,h2r2,0.0
h7r2,h2r3,0.0
h7r2,h3r0,0.0
h7r2,h3r1,0.0
h7r2,h3r2,0.0
h7r2,h3r3,0.0
h7r2,h4r0,0.0
h7r2,h4r1,0.0
h7r2,h4r2,0.0
h7r2,h4r3,0.0
h7r2,h5r0,0.0
h7r2,h5r1,0.0
h7r2,h5r2,0.0
h7r2,h5r3,0.0
h7r2,h6r0,0.0
h7r2,h6r1,0.0
h7r2,h6r2,0.0012773576281830522
h7r2,h6r3,0.0
h7r2,h7r0,0.0
h7r2,h7r1,0.001387041208938439
h7r2,h7r2,0.0
h7r2,h7r3,0.038456198426367404
h7r3,h0r0,0.0
h7r3,h0r1,0.0
h7r3,h0r2,0.0
h7r3,h0r3,0.0
h7r3,h1r0,0.0
h7r3,h1r1,0.0
h7r3,h1r2,0.0
h7r3,h1r3,0.0
h7r3,h2r0,0.0
h7r3,h2r1,0.0
h7r3,h2r2,0.0
h7r3,h2r3,0.0
h7r3,h3r0,0.0
h7r3,h3r1,0.0
h7r3,h3r2,0.0
h7r3,h3r3,0.0
h7r3,h4r0,0.0
h7r3,h4r1,0.0
h7r3,h4r2,0.0
h7r3,h4r3,0.0
h7r3,h5r0,0.0
h7r3,h5r1,0.0
h7r3,h5r2,0.0
h7r3,h5r3,0.0
h7r3,h6r0,0.0
h7r3,h6r1,0.0
h7r3,h6r2,0.0
h7r3,h6r3,0.03847148423881119
h7r3,h7r0,0.0
h7r3,h7r1,0.0
h7r3,h7r2,8.436324049449619e-09
h7r3,h7r3,0.0
