compartment_src,compartment_dest,corrected_flow
h3r0,h1r0,0.0
h3r0,h1r1,0.0
h3r0,h1r2,0.0
h3r0,h2r0,0.030221591396520076
h3r0,h2r1,0.0
h3r0,h2r2,0.0
h3r0,h3r0,0.0
h3r0,h3r1,0.00036265152636545965
h3r0,h3r2,0.0
h3r0,h4r0,0.023106119573525874
h3r0,h4r1,0.0002867209616721724
h3r0,h4r2,0.0
h3r0,h5r0,0.0
h3r0,h5r1,0.0
h3r0,h5r2,0.0
h3r0,h6r0,0.0
h3r0,h6r1,0.0
h3r0,h6r2,0.0
h3r0,h7r0,0.0
h3r0,h7r1,0.0
h3r0,h7r2,0.0
h3r1,h0r0,0.0
h3r1,h0r1,0.0
h3r1,h0r2,0.0
h3r1,h1r0,0.0
h3r1,h1r1,0.0
h3r1,h1r2,0.0
h3r1,h2r0,0.0
h3r1,h2r1,0.0233015285606191
h3r1,h2r2,0.0
h3r1,h3r0,0.05397892108709368
h3r1,h3r1,0.0
h3r1,h3r2,0.006151153837070693
h3r1,h4r0,0.0
h3r1,h4r1,0.0032201251471777655
h3r1,h4r2,0.0
h3r1,h5r0,0.0
h3r1,h5r1,0.0
h3r1,h5r2,0.0
h3r1,h6r0,0.0
h3r1,h6r1,0.0
h3r1,h6r2,0.0
h3r1,h7r0,0.0
h3r1,h7r1,0.0
h3r1,h7r2,0.0
h3r2,h0r0,0.0
h3r2,h0r1,0.0
h3r2,h0r2,0.0
h3r2,h1r0,0.0
h3r2,h1r1,0.0
h3r2,h1r2,0.0
h3r2,h2r0,0.0
h3r2,h2r1,0.0
h3r2,h2r2,0.0017188320209906372
h3r2,h3r0,0.0
h3r2,h3r1,0.07577121961713984
h3r2,h3r2,0.0
h3r2,h4r0,0.0
h3r2,h4r1,0.0
h3r2,h4r2,0.00945244235039877
h3r2,h5r0,0.0
h3r2,h5r1,0.0
h3r2,h5r2,0.0
h3r2,h6r0,0.0
h3r2,h6r1,0.0
h3r2,h6r2,0.0
h3r2,h7r0,0.0
h3r2,h7r1,0.0
h3r2,h7r2,0.0
h4r0,h0r0,0.0
h4r0,h0r1,0.0
h4r0,h0r2,0.0
h4r0,h1r0,0.0
h4r0,h1r1,0.0
h4r0,h1r2,0.0
h4r0,h2r0,0.0
h4r0,h2r1,0.0
h4r0,h2r2,0.0
h4r0,h3r0,2.7008087125292396e-08
h4r0,h3r1,0.0
h4r0,h3r2,0.0
h4r0,h4r0,0.0
h4r0,h4r1,0.0042271231004506514
h4r0,h4r2,0.0
h4r0,h5r0,0.0681667464699454
h4r0,h5r1,0.00011146894839465934
h4r0,h5r2,0.0
h4r0,h6r0,0.0
h4r0,h6r1,0.0
h4r0,h6r2,0.0
h4r0,h7r0,0.0
h4r0,h7r1,0.0
h4r0,h7r2,0.0
h4r1,h0r0,0.0
h4r1,h0r1,0.0
h4r1,h0r2,0.0
h4r1,h1r0,0.0
h4r1,h1r1,0.0
h4r1,h1r2,0.0
h4r1,h2r0,0.0
h4r1,h2r1,0.0
h4r1,h2r2,0.0
h4r1,h3r0,0.0
h4r1,h3r1,0.009639562177537139
h4r1,h3r2,0.0
h4r1,h4r0,0.0489914195857125
h4r1,h4r1,0.0
h4r1,h4r2,0.0001599001104067846
h4r1,h5r0,0.0011087615522410923
h4r1,h5r1,0.027018300752680344
h4r1,h5r2,0.0
h4r1,h6r0,0.0
h4r1,h6r1,0.0
h4r1,h6r2,0.0
h4r1,h7r0,0.0
h4r1,h7r1,0.0
h4r1,h7r2,0.0
h4r2,h0r0,0.0
h4r2,h0r1,0.0
h4r2,h0r2,0.0
h4r2,h1r0,0.0
h4r2,h1r1,0.0
h4r2,h1r2,0.0
h4r2,h2r0,0.0
h4r2,h2r1,0.0
h4r2,h2r2,0.0
h4r2,h3r0,0.0
h4r2,h3r1,0.0
h4r2,h3r2,0.026174423289851322
h4r2,h4r0,0.0
h4r2,h4r1,0.07638641344200042
h4r2,h4r2,0.0
h4r2,h5r0,0.0
h4r2,h5r1,0.0
h4r2,h5r2,0.00012908595703058404
h4r2,h6r0,0.0
h4r2,h6r1,0.0
h4r2,h6r2,0.0
h4r2,h7r0,0.0
h4r2,h7r1,0.0
h4r2,h7r2,0.0
h5r0,h0r0,0.0
h5r0,h0r1,0.0
h5r0,h0r2,0.0
h5r0,h1r0,0.0
h5r0,h1r1,0.0
h5r0,h1r2,0.0
h5r0,h2r0,0.0
h5r0,h2r1,0.0
h5r0,h2r2,0.0
h5r0,h3r0,0.0
h5r0,h3r1,0.0
h5r0,h3r2,0.0
h5r0,h4r0,0.00037297539198270514
h5r0,h4r1,0.0
h5r0,h4r2,0.0
h5r0,h5r0,0.0
h5r0,h5r1,0.07715573133524882
h5r0,h5r2,0.0
h5r0,h6r0,0.003018012817804678
h5r0,h6r1,0.0
h5r0,h6r2,0.0
h5r0,h7r0,0.0
h5r0,h7r1,0.0
h5r0,h7r2,0.0
h5r1,h0r0,0.0
h5r1,h0r1,0.0
h5r1,h0r2,0.0
h5r1,h1r0,0.0
h5r1,h1r1,0.0
h5r1,h1r2,0.0
h5r1,h2r0,0.0
h5r1,h2r1,0.0
h5r1,h2r2,0.0
h5r1,h3r0,0.0
h5r1,h3r1,0.0
h5r1,h3r2,0.0
h5r1,h4r0,0.0
h5r1,h4r1,0.0027914106962383485
h5r1,h4r2,0.0
h5r1,h5r0,0.0010243207431390856
h5r1,h5r1,0.0
h5r1,h5r2,0.07915042566814871
h5r1,h6r0,0.0
h5r1,h6r1,0.022718067993717443
h5r1,h6r2,0.0
h5r1,h7r0,0.0
h5r1,h7r1,0.0
h5r1,h7r2,0.0
h5r2,h0r0,0.0
h5r2,h0r1,0.0
h5r2,h0r2,0.0
h5r2,h1r0,0.0
h5r2,h1r1,0.0
h5r2,h1r2,0.0
h5r2,h2r0,0.0
h5r2,h2r1,0.0
h5r2,h2r2,0.0
h5r2,h3r0,0.0
h5r2,h3r1,0.0
h5r2,h3r2,0.0
h5r2,h4r0,0.0
h5r2,h4r1,0.0
h5r2,h4r2,0.09307726726668557
h5r2,h5r0,0.0
h5r2,h5r1,0.0011450785013185614
h5r2,h5r2,0.0
h5r2,h6r0,0.0
h5r2,h6r1,0.0
h5r2,h6r2,0.002895841782101407
h5r2,h7r0,0.0
h5r2,h7r1,0.0
h5r2,h7r2,0.0
h6r0,h0r0,0.0
h6r0,h0r1,0.0
h6r0,h0r2,0.0
h6r0,h1r0,0.0
h6r0,h1r1,0.0
h6r0,h1r2,0.0
h6r0,h2r0,0.0
h6r0,h2r1,0.0
h6r0,h2r2,0.0
h6r0,h3r0,0.0
h6r0,h3r1,0.0
h6r0,h3r2,0.0
h6r0,h4r0,0.0
h6r0,h4r1,0.0
h6r0,h4r2,0.0
h6r0,h5r0,0.010128668742973133
h6r0,h5r1,0.0
h6r0,h5r2,0.0
h6r0,h6r0,0.0
h6r0,h6r1,0.005548871150453528
h6r0,h6r2,0.0
h6r0,h7r0,3.7957183643141468e-06
h6r0,h7r1,1.9636592149153563e-08
h6r0,h7r2,0.0
h6r1,h0r0,0.0
h6r1,h0r1,0.0
h6r1,h0r2,0.0
h6r1,h1r0,0.0
h6r1,h1r1,0.0
h6r1,h1r2,0.0
h6r1,h2r0,0.0
h6r1,h2r1,0.0
h6r1,h2r2,0.0
h6r1,h3r0,0.0
h6r1,h3r1,0.0
h6r1,h3r2,0.0
h6r1,h4r0,0.0
h6r1,h4r1,0.0
h6r1,h4r2,0.0
h6r1,h5r0,0.0
h6r1,h5r1,0.0002525627525310827
h6r1,h5r2,0.0
h6r1,h6r0,0.01028344431268556
h6r1,h6r1,0.0
h6r1,h6r2,0.025177415950598733
h6r1,h7r0,-4.399223371386947e-06
h6r1,h7r1,1.1230208093892906e-05
h6r1,h7r2,-9.622294280808852e-19
h6r2,h0r0,0.0
h6r2,h0r1,0.0
h6r2,h0r2,0.0
h6r2,h1r0,0.0
h6r2,h1r1,0.0
h6r2,h1r2,0.0
h6r2,h2r0,0.0
h6r2,h2r1,0.0
h6r2,h2r2,0.0
h6r2,h3r0,0.0
h6r2,h3r1,0.0
h6r2,h3r2,0.0
h6r2,h4r0,0.0
h6r2,h4r1,0.0
h6r2,h4r2,0.0
h6r2,h5r0,0.0
h6r2,h5r1,0.0
h6r2,h5r2,0.017838668687263772
h6r2,h6r0,0.0
h6r2,h6r1,0.007097805666216509
h6r2,h6r2,0.0
h6r2,h7r0,0.0
h6r2,h7r1,-3.5664366219597917e-07
h6r2,h7r2,0.003586399532712831
h7r0,h0r0,0.0
h7r0,h0r1,0.0
h7r0,h0r2,0.0
h7r0,h1r0,0.0
h7r0,h1r1,0.0
h7r0,h1r2,0.0
h7r0,h2r0,0.0
h7r0,h2r1,0.0
h7r0,h2r2,0.0
h7r0,h3r0,0.0
h7r0,h3r1,0.0
h7r0,h3r2,0.0
h7r0,h4r0,0.0
h7r0,h4r1,0.0
h7r0,h4r2,0.0
h7r0,h5r0,0.0
h7r0,h5r1,0.0
h7r0,h5r2,0.0
h7r0,h6r0,0.002370112665983324
h7r0,h6r1,6.4175747245167235e-06
h7r0,h6r2,0.0
h7r0,h7r0,0.0
h7r0,h7r1,2.728273284110841e-06
h7r0,h7r2,0.0
h7r1,h0r0,0.0
h7r1,h0r1,0.0
h7r1,h0r2,0.0
h7r1,h1r0,0.0
h7r1,h1r1,0.0
h7r1,h1r2,0.0
h7r1,h2r0,0.0
h7r1,h2r1,0.0
h7r1,h2r2,0.0
h7r1,h3r0,0.0
h7r1,h3r1,0.0
h7r1,h3r2,0.0
h7r1,h4r0,0.0
h7r1,h4r1,0.0
h7r1,h4r2,0.0
h7r1,h5r0,0.0
h7r1,h5r1,0.0
h7r1,h5r2,0.0
h7r1,h6r0,9.268737506544176e-06
h7r1,h6r1,0.0003459441242554984
h7r1,h6r2,0.0
h7r1,h7r0,0.0023778932102267317
h7r1,h7r1,0.0
h7r1,h7r2,-3.2402976352793135e-07
h7r2,h0r0,0.0
h7r2,h0r1,0.0
h7r2,h0r2,0.0
h7r2,h1r0,0.0
h7r2,h1r1,0.0
h7r2,h1r2,0.0
h7r2,h2r0,0.0
h7r2,h2r1,0.0
h7r2,h2r2,0.0
h7r2,h3r0,0.0
h7r2,h3r1,0.0
h7r2,h3r2,0.0
h7r2,h4r0,0.0
h7r2,h4r1,0.0
h7r2,h4r2,0.0
h7r2,h5r0,0.0
h7r2,h5r1,0.0
h7r2,h5r2,0.0
h7r2,h6r0,0.0
h7r2,h6r1,0.0
h7r2,h6r2,0.00044941877054504936
h7r2,h7r0,0.0
h7r2,h7r1,0.0027301856506000872
h7r2,h7r2,0.0
